FLIGHT_DATE,PAIRING_POSITION,EQUIPMENT,n_bid,n_reserve,workload
2023-07-17,FO,321,28,25,0.89
2023-07-17,FO,332,47,24,0.51
2023-07-17,FO,717,32,13,0.41
2023-07-18,CA,321,27,15,0.56
2023-07-18,CA,332,47,25,0.53
2023-07-18,CA,717,30,15,0.5
2023-07-18,FA,NA,504,256,0.51
2023-07-18,FO,321,27,25,0.93
2023-07-18,FO,332,44,25,0.57
2023-07-18,FO,717,31,15,0.48
2023-07-19,CA,321,32,16,0.5
2023-07-19,CA,332,49,25,0.51
2023-07-19,CA,717,32,14,0.44
2023-07-19,FA,NA,536,262,0.49
2023-07-19,FO,321,29,25,0.86
2023-07-19,FO,332,44,26,0.59
2023-07-19,FO,717,31,14,0.45
2023-07-20,CA,321,30,17,0.57
2023-07-20,CA,332,50,24,0.48
2023-07-20,CA,717,33,13,0.39
2023-07-20,FA,NA,531,252,0.47
2023-07-20,FO,321,27,23,0.85
2023-07-20,FO,332,44,25,0.57
2023-07-20,FO,717,32,13,0.41
2023-07-21,CA,321,28,17,0.61
2023-07-21,CA,332,55,21,0.38
2023-07-21,CA,717,33,13,0.39
2023-07-21,FA,NA,556,267,0.48
2023-07-21,FO,321,28,24,0.86
2023-07-21,FO,332,49,26,0.53
2023-07-21,FO,717,33,16,0.48
2023-07-22,CA,321,29,16,0.55
2023-07-22,CA,332,49,21,0.43
2023-07-22,CA,717,32,12,0.38
2023-07-22,FA,NA,553,276,0.5
2023-07-22,FO,321,29,24,0.83
2023-07-22,FO,332,48,26,0.54
2023-07-22,FO,717,32,15,0.47
2023-07-23,CA,321,29,14,0.48
2023-07-23,CA,332,49,23,0.47
2023-07-23,CA,717,30,12,0.4
2023-07-23,FA,NA,535,274,0.51
2023-07-23,FO,321,27,23,0.85
2023-07-23,FO,332,48,27,0.56
2023-07-23,FO,717,30,16,0.53
2023-07-24,CA,321,32,14,0.44
2023-07-24,CA,332,47,25,0.53
2023-07-24,CA,717,33,14,0.42
2023-07-24,FA,NA,538,249,0.46
2023-07-24,FO,321,28,24,0.86
2023-07-24,FO,332,44,25,0.57
2023-07-24,FO,717,33,16,0.48
2023-07-25,CA,321,30,14,0.47
2023-07-25,CA,332,46,26,0.57
2023-07-25,CA,717,29,11,0.38
2023-07-25,FA,NA,520,249,0.48
2023-07-25,FO,321,28,30,1.07
2023-07-25,FO,332,43,26,0.6
2023-07-25,FO,717,31,14,0.45
2023-07-26,CA,321,30,14,0.47
2023-07-26,CA,332,43,24,0.56
2023-07-26,CA,717,30,11,0.37
2023-07-26,FA,NA,510,250,0.49
2023-07-26,FO,321,28,27,0.96
2023-07-26,FO,332,43,25,0.58
2023-07-26,FO,717,31,14,0.45
2023-07-27,CA,321,30,15,0.5
2023-07-27,CA,332,43,24,0.56
2023-07-27,CA,717,33,11,0.33
2023-07-27,FA,NA,525,251,0.48
2023-07-27,FO,321,28,29,1.04
2023-07-27,FO,332,42,24,0.57
2023-07-27,FO,717,33,14,0.42
2023-07-28,CA,321,28,14,0.5
2023-07-28,CA,332,52,27,0.52
2023-07-28,CA,717,36,12,0.33
2023-07-28,FA,NA,563,274,0.49
2023-07-28,FO,321,28,24,0.86
2023-07-28,FO,332,47,24,0.51
2023-07-28,FO,717,36,14,0.39
2023-07-29,CA,321,27,14,0.52
2023-07-29,CA,332,50,26,0.52
2023-07-29,CA,717,35,12,0.34
2023-07-29,FA,NA,551,277,0.5
2023-07-29,FO,321,27,23,0.85
2023-07-29,FO,332,50,22,0.44
2023-07-29,FO,717,35,16,0.46
2023-07-30,CA,321,28,15,0.54
2023-07-30,CA,332,46,27,0.59
2023-07-30,CA,717,31,14,0.45
2023-07-30,FA,NA,531,275,0.52
2023-07-30,FO,321,27,25,0.93
2023-07-30,FO,332,46,25,0.54
2023-07-30,FO,717,32,16,0.5
2023-07-31,CA,321,29,15,0.52
2023-07-31,CA,332,50,25,0.5
2023-07-31,CA,717,34,13,0.38
2023-07-31,FA,NA,566,267,0.47
2023-07-31,FO,321,28,25,0.89
2023-07-31,FO,332,47,25,0.53
2023-07-31,FO,717,35,17,0.49
2023-08-01,CA,321,28,13,0.46
2023-08-01,CA,332,46,17,0.37
2023-08-01,CA,717,31,13,0.42
2023-08-01,FA,NA,529,272,0.51
2023-08-01,FO,321,28,20,0.71
2023-08-01,FO,332,49,19,0.39
2023-08-01,FO,717,32,12,0.38
2023-08-02,CA,321,29,15,0.52
2023-08-02,CA,332,49,17,0.35
2023-08-02,CA,717,29,14,0.48
2023-08-02,FA,NA,534,267,0.5
2023-08-02,FO,321,28,21,0.75
2023-08-02,FO,332,46,20,0.43
2023-08-02,FO,717,29,14,0.48
2023-08-03,CA,321,28,16,0.57
2023-08-03,CA,332,48,20,0.42
2023-08-03,CA,717,33,13,0.39
2023-08-03,FA,NA,540,260,0.48
2023-08-03,FO,321,28,21,0.75
2023-08-03,FO,332,47,18,0.38
2023-08-03,FO,717,30,12,0.4
2023-08-04,CA,321,28,15,0.54
2023-08-04,CA,332,50,22,0.44
2023-08-04,CA,717,34,13,0.38
2023-08-04,FA,NA,559,271,0.48
2023-08-04,FO,321,28,19,0.68
2023-08-04,FO,332,49,17,0.35
2023-08-04,FO,717,33,12,0.36
2023-08-05,CA,321,28,16,0.57
2023-08-05,CA,332,48,18,0.38
2023-08-05,CA,717,34,12,0.35
2023-08-05,FA,NA,546,277,0.51
2023-08-05,FO,321,29,19,0.66
2023-08-05,FO,332,47,18,0.38
2023-08-05,FO,717,35,14,0.4
2023-08-06,CA,321,27,14,0.52
2023-08-06,CA,332,47,18,0.38
2023-08-06,CA,717,31,12,0.39
2023-08-06,FA,NA,539,279,0.52
2023-08-06,FO,321,27,20,0.74
2023-08-06,FO,332,48,20,0.42
2023-08-06,FO,717,31,12,0.39
2023-08-07,CA,321,27,16,0.59
2023-08-07,CA,332,43,23,0.53
2023-08-07,CA,717,33,12,0.36
2023-08-07,FA,NA,530,248,0.47
2023-08-07,FO,321,28,23,0.82
2023-08-07,FO,332,42,19,0.45
2023-08-07,FO,717,33,14,0.42
2023-08-08,CA,321,29,16,0.55
2023-08-08,CA,332,45,21,0.47
2023-08-08,CA,717,31,12,0.39
2023-08-08,FA,NA,519,248,0.48
2023-08-08,FO,321,29,22,0.76
2023-08-08,FO,332,46,19,0.41
2023-08-08,FO,717,30,14,0.47
2023-08-09,CA,321,28,15,0.54
2023-08-09,CA,332,45,24,0.53
2023-08-09,CA,717,33,12,0.36
2023-08-09,FA,NA,524,248,0.47
2023-08-09,FO,321,28,23,0.82
2023-08-09,FO,332,44,19,0.43
2023-08-09,FO,717,33,17,0.52
2023-08-10,CA,321,28,15,0.54
2023-08-10,CA,332,43,25,0.58
2023-08-10,CA,717,38,12,0.32
2023-08-10,FA,NA,554,246,0.44
2023-08-10,FO,321,28,23,0.82
2023-08-10,FO,332,43,19,0.44
2023-08-10,FO,717,38,15,0.39
2023-08-11,CA,321,30,16,0.53
2023-08-11,CA,332,43,23,0.53
2023-08-11,CA,717,36,13,0.36
2023-08-11,FA,NA,559,252,0.45
2023-08-11,FO,321,30,27,0.9
2023-08-11,FO,332,43,18,0.42
2023-08-11,FO,717,37,15,0.41
2023-08-12,CA,321,30,14,0.47
2023-08-12,CA,332,44,19,0.43
2023-08-12,CA,717,32,12,0.38
2023-08-12,FA,NA,567,270,0.48
2023-08-12,FO,321,30,26,0.87
2023-08-12,FO,332,46,18,0.39
2023-08-12,FO,717,32,13,0.41
2023-08-13,CA,321,27,16,0.59
2023-08-13,CA,332,45,22,0.49
2023-08-13,CA,717,30,13,0.43
2023-08-13,FA,NA,531,278,0.52
2023-08-13,FO,321,27,27,1
2023-08-13,FO,332,44,21,0.48
2023-08-13,FO,717,30,14,0.47
2023-08-14,CA,321,28,16,0.57
2023-08-14,CA,332,44,27,0.61
2023-08-14,CA,717,33,13,0.39
2023-08-14,FA,NA,540,258,0.48
2023-08-14,FO,321,28,27,0.96
2023-08-14,FO,332,43,21,0.49
2023-08-14,FO,717,33,16,0.48
2023-08-15,CA,321,28,18,0.64
2023-08-15,CA,332,43,28,0.65
2023-08-15,CA,717,32,13,0.41
2023-08-15,FA,NA,535,255,0.48
2023-08-15,FO,321,28,26,0.93
2023-08-15,FO,332,43,23,0.53
2023-08-15,FO,717,33,14,0.42
2023-08-16,CA,321,29,18,0.62
2023-08-16,CA,332,48,31,0.65
2023-08-16,CA,717,33,12,0.36
2023-08-16,FA,NA,552,260,0.47
2023-08-16,FO,321,28,28,1
2023-08-16,FO,332,49,23,0.47
2023-08-16,FO,717,32,17,0.53
2023-08-17,CA,321,28,19,0.68
2023-08-17,CA,332,46,30,0.65
2023-08-17,CA,717,32,11,0.34
2023-08-17,FA,NA,566,253,0.45
2023-08-17,FO,321,28,30,1.07
2023-08-17,FO,332,47,23,0.49
2023-08-17,FO,717,33,16,0.48
2023-08-18,CA,321,29,18,0.62
2023-08-18,CA,332,47,29,0.62
2023-08-18,CA,717,33,14,0.42
2023-08-18,FA,NA,571,261,0.46
2023-08-18,FO,321,29,29,1
2023-08-18,FO,332,47,20,0.43
2023-08-18,FO,717,33,15,0.45
2023-08-19,CA,321,29,14,0.48
2023-08-19,CA,332,44,23,0.52
2023-08-19,CA,717,33,11,0.33
2023-08-19,FA,NA,548,266,0.49
2023-08-19,FO,321,28,23,0.82
2023-08-19,FO,332,46,19,0.41
2023-08-19,FO,717,32,14,0.44
2023-08-20,CA,321,26,12,0.46
2023-08-20,CA,332,41,20,0.49
2023-08-20,CA,717,31,11,0.35
2023-08-20,FA,NA,515,268,0.52
2023-08-20,FO,321,27,27,1
2023-08-20,FO,332,41,19,0.46
2023-08-20,FO,717,30,16,0.53
2023-08-21,CA,321,24,17,0.71
2023-08-21,CA,332,46,27,0.59
2023-08-21,CA,717,35,11,0.31
2023-08-21,FA,NA,528,244,0.46
2023-08-21,FO,321,26,25,0.96
2023-08-21,FO,332,46,23,0.5
2023-08-21,FO,717,34,17,0.5
2023-08-22,CA,321,27,21,0.78
2023-08-22,CA,332,46,27,0.59
2023-08-22,CA,717,31,12,0.39
2023-08-22,FA,NA,521,242,0.46
2023-08-22,FO,321,27,27,1
2023-08-22,FO,332,45,25,0.56
2023-08-22,FO,717,30,14,0.47
2023-08-23,CA,321,28,21,0.75
2023-08-23,CA,332,50,32,0.64
2023-08-23,CA,717,30,13,0.43
2023-08-23,FA,NA,543,244,0.45
2023-08-23,FO,321,28,26,0.93
2023-08-23,FO,332,49,27,0.55
2023-08-23,FO,717,30,15,0.5
2023-08-24,CA,321,24,21,0.88
2023-08-24,CA,332,47,29,0.62
2023-08-24,CA,717,33,13,0.39
2023-08-24,FA,NA,537,239,0.45
2023-08-24,FO,321,24,27,1.12
2023-08-24,FO,332,45,25,0.56
2023-08-24,FO,717,32,14,0.44
2023-08-25,CA,321,28,16,0.57
2023-08-25,CA,332,47,26,0.55
2023-08-25,CA,717,33,15,0.45
2023-08-25,FA,NA,554,236,0.43
2023-08-25,FO,321,27,24,0.89
2023-08-25,FO,332,46,23,0.5
2023-08-25,FO,717,33,15,0.45
2023-08-26,CA,321,29,13,0.45
2023-08-26,CA,332,46,21,0.46
2023-08-26,CA,717,32,14,0.44
2023-08-26,FA,NA,531,267,0.5
2023-08-26,FO,321,29,24,0.83
2023-08-26,FO,332,46,22,0.48
2023-08-26,FO,717,33,12,0.36
2023-08-27,CA,321,27,13,0.48
2023-08-27,CA,332,47,22,0.47
2023-08-27,CA,717,30,14,0.47
2023-08-27,FA,NA,542,268,0.49
2023-08-27,FO,321,27,26,0.96
2023-08-27,FO,332,47,23,0.49
2023-08-27,FO,717,31,12,0.39
2023-08-28,CA,321,27,19,0.7
2023-08-28,CA,332,47,26,0.55
2023-08-28,CA,717,32,13,0.41
2023-08-28,FA,NA,543,267,0.49
2023-08-28,FO,321,26,24,0.92
2023-08-28,FO,332,48,27,0.56
2023-08-28,FO,717,33,14,0.42
2023-08-29,CA,321,27,21,0.78
2023-08-29,CA,332,46,25,0.54
2023-08-29,CA,717,29,15,0.52
2023-08-29,FA,NA,525,255,0.49
2023-08-29,FO,321,27,23,0.85
2023-08-29,FO,332,46,28,0.61
2023-08-29,FO,717,31,14,0.45
2023-08-30,CA,321,27,20,0.74
2023-08-30,CA,332,47,24,0.51
2023-08-30,CA,717,31,14,0.45
2023-08-30,FA,NA,548,258,0.47
2023-08-30,FO,321,27,22,0.81
2023-08-30,FO,332,48,25,0.52
2023-08-30,FO,717,31,12,0.39
2023-08-31,CA,321,27,15,0.56
2023-08-31,CA,332,46,23,0.5
2023-08-31,CA,717,35,13,0.37
2023-08-31,FA,NA,549,276,0.5
2023-08-31,FO,321,27,21,0.78
2023-08-31,FO,332,45,20,0.44
2023-08-31,FO,717,35,14,0.4
2023-09-01,CA,321,28,16,0.57
2023-09-01,CA,332,47,25,0.53
2023-09-01,CA,717,33,15,0.45
2023-09-01,FA,NA,559,268,0.48
2023-09-01,FO,321,27,23,0.85
2023-09-01,FO,332,45,21,0.47
2023-09-01,FO,717,32,14,0.44
2023-09-02,CA,321,29,15,0.52
2023-09-02,CA,332,46,21,0.46
2023-09-02,CA,717,33,12,0.36
2023-09-02,FA,NA,555,267,0.48
2023-09-02,FO,321,29,23,0.79
2023-09-02,FO,332,46,21,0.46
2023-09-02,FO,717,33,13,0.39
2023-09-03,CA,321,28,15,0.54
2023-09-03,CA,332,48,20,0.42
2023-09-03,CA,717,32,15,0.47
2023-09-03,FA,NA,535,267,0.5
2023-09-03,FO,321,27,24,0.89
2023-09-03,FO,332,46,24,0.52
2023-09-03,FO,717,31,16,0.52
2023-09-04,CA,321,28,14,0.5
2023-09-04,CA,332,45,21,0.47
2023-09-04,CA,717,32,15,0.47
2023-09-04,FA,NA,534,249,0.47
2023-09-04,FO,321,28,24,0.86
2023-09-04,FO,332,45,25,0.56
2023-09-04,FO,717,33,18,0.55
2023-09-05,CA,321,28,15,0.54
2023-09-05,CA,332,46,25,0.54
2023-09-05,CA,717,30,15,0.5
2023-09-05,FA,NA,529,250,0.47
2023-09-05,FO,321,28,26,0.93
2023-09-05,FO,332,48,25,0.52
2023-09-05,FO,717,30,17,0.57
2023-09-06,CA,321,29,16,0.55
2023-09-06,CA,332,43,27,0.63
2023-09-06,CA,717,30,14,0.47
2023-09-06,FA,NA,532,251,0.47
2023-09-06,FO,321,29,28,0.97
2023-09-06,FO,332,44,21,0.48
2023-09-06,FO,717,30,14,0.47
2023-09-07,CA,321,27,16,0.59
2023-09-07,CA,332,44,28,0.64
2023-09-07,CA,717,31,16,0.52
2023-09-07,FA,NA,530,250,0.47
2023-09-07,FO,321,27,27,1
2023-09-07,FO,332,45,20,0.44
2023-09-07,FO,717,31,11,0.35
2023-09-08,CA,321,27,16,0.59
2023-09-08,CA,332,45,23,0.51
2023-09-08,CA,717,33,13,0.39
2023-09-08,FA,NA,540,253,0.47
2023-09-08,FO,321,27,25,0.93
2023-09-08,FO,332,46,22,0.48
2023-09-08,FO,717,32,13,0.41
2023-09-09,CA,321,26,12,0.46
2023-09-09,CA,332,47,18,0.38
2023-09-09,CA,717,32,10,0.31
2023-09-09,FA,NA,542,260,0.48
2023-09-09,FO,321,26,24,0.92
2023-09-09,FO,332,47,21,0.45
2023-09-09,FO,717,31,12,0.39
2023-09-10,CA,321,28,15,0.54
2023-09-10,CA,332,45,20,0.44
2023-09-10,CA,717,31,10,0.32
2023-09-10,FA,NA,537,259,0.48
2023-09-10,FO,321,27,25,0.93
2023-09-10,FO,332,44,21,0.48
2023-09-10,FO,717,31,13,0.42
2023-09-11,CA,321,26,16,0.62
2023-09-11,CA,332,46,25,0.54
2023-09-11,CA,717,31,15,0.48
2023-09-11,FA,NA,538,247,0.46
2023-09-11,FO,321,26,26,1
2023-09-11,FO,332,47,23,0.49
2023-09-11,FO,717,33,15,0.45
2023-09-12,CA,321,27,16,0.59
2023-09-12,CA,332,43,25,0.58
2023-09-12,CA,717,31,15,0.48
2023-09-12,FA,NA,529,257,0.49
2023-09-12,FO,321,27,30,1.11
2023-09-12,FO,332,46,20,0.43
2023-09-12,FO,717,31,15,0.48
2023-09-13,CA,321,28,16,0.57
2023-09-13,CA,332,43,28,0.65
2023-09-13,CA,717,31,17,0.55
2023-09-13,FA,NA,530,250,0.47
2023-09-13,FO,321,27,29,1.07
2023-09-13,FO,332,45,21,0.47
2023-09-13,FO,717,30,14,0.47
2023-09-14,CA,321,27,19,0.7
2023-09-14,CA,332,47,26,0.55
2023-09-14,CA,717,34,14,0.41
2023-09-14,FA,NA,558,257,0.46
2023-09-14,FO,321,27,28,1.04
2023-09-14,FO,332,49,22,0.45
2023-09-14,FO,717,34,13,0.38
2023-09-15,CA,321,26,19,0.73
2023-09-15,CA,332,48,25,0.52
2023-09-15,CA,717,34,16,0.47
2023-09-15,FA,NA,532,263,0.49
2023-09-15,FO,321,26,28,1.08
2023-09-15,FO,332,46,23,0.5
2023-09-15,FO,717,33,13,0.39
2023-09-16,CA,321,27,17,0.63
2023-09-16,CA,332,48,22,0.46
2023-09-16,CA,717,32,10,0.31
2023-09-16,FA,NA,540,268,0.5
2023-09-16,FO,321,27,27,1
2023-09-16,FO,332,46,21,0.46
2023-09-16,FO,717,31,15,0.48
2023-09-17,CA,321,25,19,0.76
2023-09-17,CA,332,46,20,0.43
2023-09-17,CA,717,32,13,0.41
2023-09-17,FA,NA,543,263,0.48
2023-09-17,FO,321,25,28,1.12
2023-09-17,FO,332,47,21,0.45
2023-09-17,FO,717,32,16,0.5
2023-09-18,CA,321,24,19,0.79
2023-09-18,CA,332,47,24,0.51
2023-09-18,CA,717,31,20,0.65
2023-09-18,FA,NA,534,254,0.48
2023-09-18,FO,321,24,29,1.21
2023-09-18,FO,332,47,22,0.47
2023-09-18,FO,717,31,16,0.52
2023-09-19,CA,321,27,18,0.67
2023-09-19,CA,332,46,25,0.54
2023-09-19,CA,717,30,15,0.5
2023-09-19,FA,NA,530,244,0.46
2023-09-19,FO,321,28,29,1.04
2023-09-19,FO,332,48,21,0.44
2023-09-19,FO,717,30,15,0.5
2023-09-20,CA,321,26,19,0.73
2023-09-20,CA,332,45,23,0.51
2023-09-20,CA,717,33,12,0.36
2023-09-20,FA,NA,534,253,0.47
2023-09-20,FO,321,26,32,1.23
2023-09-20,FO,332,45,21,0.47
2023-09-20,FO,717,33,17,0.52
2023-09-21,CA,321,29,19,0.66
2023-09-21,CA,332,45,25,0.56
2023-09-21,CA,717,33,12,0.36
2023-09-21,FA,NA,537,248,0.46
2023-09-21,FO,321,29,32,1.1
2023-09-21,FO,332,44,23,0.52
2023-09-21,FO,717,32,17,0.53
2023-09-22,CA,321,29,18,0.62
2023-09-22,CA,332,46,22,0.48
2023-09-22,CA,717,35,12,0.34
2023-09-22,FA,NA,543,257,0.47
2023-09-22,FO,321,29,31,1.07
2023-09-22,FO,332,46,24,0.52
2023-09-22,FO,717,34,14,0.41
2023-09-23,CA,321,28,14,0.5
2023-09-23,CA,332,49,19,0.39
2023-09-23,CA,717,31,12,0.39
2023-09-23,FA,NA,545,264,0.48
2023-09-23,FO,321,27,32,1.19
2023-09-23,FO,332,47,18,0.38
2023-09-23,FO,717,31,14,0.45
2023-09-24,CA,321,27,12,0.44
2023-09-24,CA,332,45,19,0.42
2023-09-24,CA,717,32,12,0.38
2023-09-24,FA,NA,537,264,0.49
2023-09-24,FO,321,26,29,1.12
2023-09-24,FO,332,45,20,0.44
2023-09-24,FO,717,32,14,0.44
2023-09-25,CA,321,27,15,0.56
2023-09-25,CA,332,49,21,0.43
2023-09-25,CA,717,33,13,0.39
2023-09-25,FA,NA,536,240,0.45
2023-09-25,FO,321,26,30,1.15
2023-09-25,FO,332,48,21,0.44
2023-09-25,FO,717,33,13,0.39
2023-09-26,CA,321,27,17,0.63
2023-09-26,CA,332,44,25,0.57
2023-09-26,CA,717,30,13,0.43
2023-09-26,FA,NA,518,242,0.47
2023-09-26,FO,321,26,28,1.08
2023-09-26,FO,332,44,22,0.5
2023-09-26,FO,717,30,10,0.33
2023-09-27,CA,321,27,18,0.67
2023-09-27,CA,332,46,26,0.57
2023-09-27,CA,717,30,16,0.53
2023-09-27,FA,NA,553,271,0.49
2023-09-27,FO,321,26,28,1.08
2023-09-27,FO,332,49,20,0.41
2023-09-27,FO,717,30,11,0.37
2023-09-28,CA,321,22,19,0.86
2023-09-28,CA,332,49,28,0.57
2023-09-28,CA,717,32,14,0.44
2023-09-28,FA,NA,548,267,0.49
2023-09-28,FO,321,22,28,1.27
2023-09-28,FO,332,49,21,0.43
2023-09-28,FO,717,32,10,0.31
2023-09-29,CA,321,23,19,0.83
2023-09-29,CA,332,46,24,0.52
2023-09-29,CA,717,33,14,0.42
2023-09-29,FA,NA,539,267,0.5
2023-09-29,FO,321,22,31,1.41
2023-09-29,FO,332,46,28,0.61
2023-09-29,FO,717,33,11,0.33
2023-09-30,CA,321,24,17,0.71
2023-09-30,CA,332,46,20,0.43
2023-09-30,CA,717,32,13,0.41
2023-09-30,FA,NA,543,271,0.5
2023-09-30,FO,321,24,32,1.33
2023-09-30,FO,332,47,24,0.51
2023-09-30,FO,717,32,13,0.41
2023-10-01,CA,321,25,17,0.68
2023-10-01,CA,332,49,24,0.49
2023-10-01,CA,717,29,16,0.55
2023-10-01,FA,NA,569,290,0.51
2023-10-01,FO,321,25,35,1.4
2023-10-01,FO,332,49,19,0.39
2023-10-01,FO,717,29,12,0.41
2023-10-02,CA,321,25,22,0.88
2023-10-02,CA,332,45,32,0.71
2023-10-02,CA,717,31,15,0.48
2023-10-02,FA,NA,545,278,0.51
2023-10-02,FO,321,25,36,1.44
2023-10-02,FO,332,46,21,0.46
2023-10-02,FO,717,31,13,0.42
2023-10-03,CA,321,25,24,0.96
2023-10-03,CA,332,42,32,0.76
2023-10-03,CA,717,31,16,0.52
2023-10-03,FA,NA,504,269,0.53
2023-10-03,FO,321,25,34,1.36
2023-10-03,FO,332,42,23,0.55
2023-10-03,FO,717,29,12,0.41
2023-10-04,CA,321,28,23,0.82
2023-10-04,CA,332,45,32,0.71
2023-10-04,CA,717,31,14,0.45
2023-10-04,FA,NA,530,268,0.51
2023-10-04,FO,321,26,36,1.38
2023-10-04,FO,332,47,21,0.45
2023-10-04,FO,717,32,12,0.38
2023-10-05,CA,321,27,18,0.67
2023-10-05,CA,332,47,36,0.77
2023-10-05,CA,717,32,15,0.47
2023-10-05,FA,NA,547,251,0.46
2023-10-05,FO,321,25,34,1.36
2023-10-05,FO,332,46,24,0.52
2023-10-05,FO,717,32,12,0.38
2023-10-06,CA,321,26,18,0.69
2023-10-06,CA,332,45,33,0.73
2023-10-06,CA,717,33,15,0.45
2023-10-06,FA,NA,537,274,0.51
2023-10-06,FO,321,27,30,1.11
2023-10-06,FO,332,46,22,0.48
2023-10-06,FO,717,33,11,0.33
2023-10-07,CA,321,25,16,0.64
2023-10-07,CA,332,47,23,0.49
2023-10-07,CA,717,31,11,0.35
2023-10-07,FA,NA,541,306,0.57
2023-10-07,FO,321,25,33,1.32
2023-10-07,FO,332,47,23,0.49
2023-10-07,FO,717,31,12,0.39
2023-10-08,CA,321,23,14,0.61
2023-10-08,CA,332,46,20,0.43
2023-10-08,CA,717,31,11,0.35
2023-10-08,FA,NA,538,307,0.57
2023-10-08,FO,321,23,29,1.26
2023-10-08,FO,332,47,22,0.47
2023-10-08,FO,717,30,12,0.4
2023-10-09,CA,321,23,19,0.83
2023-10-09,CA,332,47,29,0.62
2023-10-09,CA,717,32,14,0.44
2023-10-09,FA,NA,534,277,0.52
2023-10-09,FO,321,24,31,1.29
2023-10-09,FO,332,48,23,0.48
2023-10-09,FO,717,32,13,0.41
2023-10-10,CA,321,24,19,0.79
2023-10-10,CA,332,42,29,0.69
2023-10-10,CA,717,29,15,0.52
2023-10-10,FA,NA,526,272,0.52
2023-10-10,FO,321,24,27,1.12
2023-10-10,FO,332,42,24,0.57
2023-10-10,FO,717,29,13,0.45
2023-10-11,CA,321,24,21,0.88
2023-10-11,CA,332,45,31,0.69
2023-10-11,CA,717,31,14,0.45
2023-10-11,FA,NA,546,274,0.5
2023-10-11,FO,321,24,35,1.46
2023-10-11,FO,332,48,24,0.5
2023-10-11,FO,717,30,13,0.43
2023-10-12,CA,321,25,24,0.96
2023-10-12,CA,332,47,31,0.66
2023-10-12,CA,717,33,12,0.36
2023-10-12,FA,NA,539,273,0.51
2023-10-12,FO,321,25,37,1.48
2023-10-12,FO,332,47,21,0.45
2023-10-12,FO,717,32,13,0.41
2023-10-13,CA,321,23,24,1.04
2023-10-13,CA,332,45,27,0.6
2023-10-13,CA,717,36,12,0.33
2023-10-13,FA,NA,538,277,0.51
2023-10-13,FO,321,23,33,1.43
2023-10-13,FO,332,46,22,0.48
2023-10-13,FO,717,34,14,0.41
2023-10-14,CA,321,23,21,0.91
2023-10-14,CA,332,47,26,0.55
2023-10-14,CA,717,29,11,0.38
2023-10-14,FA,NA,536,300,0.56
2023-10-14,FO,321,23,35,1.52
2023-10-14,FO,332,48,20,0.42
2023-10-14,FO,717,29,14,0.48
2023-10-15,CA,321,23,22,0.96
2023-10-15,CA,332,46,23,0.5
2023-10-15,CA,717,30,9,0.3
2023-10-15,FA,NA,531,296,0.56
2023-10-15,FO,321,24,34,1.42
2023-10-15,FO,332,47,20,0.43
2023-10-15,FO,717,28,13,0.46
2023-10-16,CA,321,26,24,0.92
2023-10-16,CA,332,46,24,0.52
2023-10-16,CA,717,31,16,0.52
2023-10-16,FA,NA,535,254,0.47
2023-10-16,FO,321,27,29,1.07
2023-10-16,FO,332,47,20,0.43
2023-10-16,FO,717,31,15,0.48
2023-10-17,CA,321,27,25,0.93
2023-10-17,CA,332,45,28,0.62
2023-10-17,CA,717,30,16,0.53
2023-10-17,FA,NA,540,242,0.45
2023-10-17,FO,321,27,35,1.3
2023-10-17,FO,332,45,19,0.42
2023-10-17,FO,717,30,17,0.57
2023-10-18,CA,321,25,26,1.04
2023-10-18,CA,332,46,30,0.65
2023-10-18,CA,717,32,15,0.47
2023-10-18,FA,NA,533,247,0.46
2023-10-18,FO,321,25,35,1.4
2023-10-18,FO,332,49,20,0.41
2023-10-18,FO,717,30,18,0.6
2023-10-19,CA,321,25,25,1
2023-10-19,CA,332,47,31,0.66
2023-10-19,CA,717,32,16,0.5
2023-10-19,FA,NA,548,250,0.46
2023-10-19,FO,321,25,37,1.48
2023-10-19,FO,332,46,19,0.41
2023-10-19,FO,717,32,18,0.56
2023-10-20,CA,321,24,23,0.96
2023-10-20,CA,332,46,31,0.67
2023-10-20,CA,717,33,15,0.45
2023-10-20,FA,NA,546,256,0.47
2023-10-20,FO,321,24,36,1.5
2023-10-20,FO,332,47,18,0.38
2023-10-20,FO,717,33,16,0.48
2023-10-21,CA,321,27,18,0.67
2023-10-21,CA,332,46,26,0.57
2023-10-21,CA,717,28,12,0.43
2023-10-21,FA,NA,529,287,0.54
2023-10-21,FO,321,27,38,1.41
2023-10-21,FO,332,47,17,0.36
2023-10-21,FO,717,28,16,0.57
2023-10-22,CA,321,27,20,0.74
2023-10-22,CA,332,49,30,0.61
2023-10-22,CA,717,29,12,0.41
2023-10-22,FA,NA,546,293,0.54
2023-10-22,FO,321,27,38,1.41
2023-10-22,FO,332,49,19,0.39
2023-10-22,FO,717,29,18,0.62
2023-10-23,CA,321,28,20,0.71
2023-10-23,CA,332,46,32,0.7
2023-10-23,CA,717,32,15,0.47
2023-10-23,FA,NA,535,254,0.47
2023-10-23,FO,321,27,40,1.48
2023-10-23,FO,332,45,20,0.44
2023-10-23,FO,717,32,17,0.53
2023-10-24,CA,321,29,22,0.76
2023-10-24,CA,332,42,30,0.71
2023-10-24,CA,717,31,15,0.48
2023-10-24,FA,NA,516,250,0.48
